State,State Code,County,County Code,Year,Total Deaths,Total Population,Total Crude Rate,Total Age Adjusted Rate,Female Deaths,Female Deaths (Calculated),Female Population,Female Crude Rate,Female Age Adjusted Rate,Male Deaths,Male Deaths (Calculated),Male Population,Male Crude Rate,Male Age Adjusted Rate,White Deaths,White Population,White Crude Rate,White Age Adjusted Rate,Black Deaths,Black Population,Black Crude Rate,Black Age Adjusted Rate,API Deaths,API Population,API Crude Rate,API Age Adjusted Rate,Native American Deaths,Native American Population,Native American Crude Rate,Native American Age Adjusted Rate
Rhode Island,44,Providence County,44007,2008,84,627889,13.378,13.376,21,21,324742,6.467,6.464,63,63,303147,20.782,20.608,80,522657,15.306,15.112,-1,72080,-1,-1,-1,26021,-1,-1,-1,7131,-1,-1
Rhode Island,44,Providence County,44007,2009,72,626304,11.496,11.443,24,24,324057,7.406,7.254,48,48,302247,15.881,15.793,64,518656,12.340,12.238,-1,73379,-1,-1,-1,26643,-1,-1,-1,7626,-1,-1
Rhode Island,44,Providence County,44007,2010,74,626667,11.809,11.823,22,22,324285,6.784,6.858,52,52,302382,17.197,17.067,72,517406,13.916,13.899,-1,74469,-1,-1,-1,26807,-1,-1,-1,7985,-1,-1
Rhode Island,44,Providence County,44007,2011,91,626709,14.520,14.138,37,37,323895,11.423,10.808,54,54,302814,17.833,17.515,82,516939,15.863,15.297,-1,74656,-1,-1,-1,27142,-1,-1,-1,7972,-1,-1
Rhode Island,44,Providence County,44007,2012,81,628323,12.891,12.771,22,22,324148,6.787,6.857,59,59,304175,19.397,18.980,81,515443,15.715,15.401,-1,76436,-1,-1,-1,28280,-1,-1,-1,8164,-1,-1
Rhode Island,44,Providence County,44007,2013,114,628600,18.136,18.159,29,29,324019,8.950,8.513,85,85,304581,27.907,28.055,109,513478,21.228,21.174,-1,77592,-1,-1,-1,29180,-1,-1,-1,8350,-1,-1
Rhode Island,44,Providence County,44007,2014,131,631974,20.729,20.906,41,41,325595,12.592,12.682,90,90,306379,29.375,29.440,121,512558,23.607,23.884,10,80241,-2,-2,-1,30569,-1,-1,-1,8606,-1,-1
Rhode Island,44,Providence County,44007,2015,181,633473,28.573,26.896,54,54,326292,16.550,14.914,127,127,307181,41.344,39.189,168,511049,32.874,31.172,11,82110,-2,-2,-1,31568,-1,-1,-1,8746,-1,-1
Rhode Island,44,Providence County,44007,2016,177,633673,27.932,27.719,54,54,325559,16.587,15.779,123,123,308114,39.920,40.147,170,508594,33.425,33.039,-1,84436,-1,-1,-1,31538,-1,-1,-1,9105,-1,-1
Rhode Island,44,Providence County,44007,2017,184,637357,28.869,28.769,61,61,327572,18.622,18.355,123,123,309785,39.705,39.377,169,509167,33.191,33.271,14,86089,-2,-2,-1,32671,-1,-1,-1,9430,-1,-1
Rhode Island,44,Washington County,44009,1999,-1,122445,-1,-1,-1,-1,62986,-1,-1,-1,-1,59459,-1,-1,-1,117685,-1,-1,-1,1558,-1,-1,-1,1943,-1,-1,-1,1259,-1,-1
Rhode Island,44,Washington County,44009,2000,-1,123546,-1,-1,-1,-1,63608,-1,-1,-1,-1,59938,-1,-1,-1,118580,-1,-1,-1,1640,-1,-1,-1,2032,-1,-1,-1,1294,-1,-1
Rhode Island,44,Washington County,44009,2001,-1,124995,-1,-1,-1,-1,64357,-1,-1,-1,-1,60638,-1,-1,-1,119813,-1,-1,-1,1738,-1,-1,-1,2165,-1,-1,-1,1279,-1,-1
Rhode Island,44,Washington County,44009,2002,-1,126462,-1,-1,-1,-1,65068,-1,-1,-1,-1,61394,-1,-1,-1,121130,-1,-1,-1,1815,-1,-1,-1,2223,-1,-1,-1,1294,-1,-1
Rhode Island,44,Washington County,44009,2003,-1,127248,-1,-1,-1,-1,65433,-1,-1,-1,-1,61815,-1,-1,-1,121776,-1,-1,-1,1840,-1,-1,-1,2302,-1,-1,-1,1330,-1,-1
Rhode Island,44,Washington County,44009,2004,-1,127960,-1,-1,-1,-1,65724,-1,-1,-1,-1,62236,-1,-1,-1,122349,-1,-1,-1,1896,-1,-1,-1,2350,-1,-1,-1,1365,-1,-1
Rhode Island,44,Washington County,44009,2005,-1,127412,-1,-1,-1,-1,65437,-1,-1,-1,-1,61975,-1,-1,-1,121749,-1,-1,-1,1937,-1,-1,-1,2369,-1,-1,-1,1357,-1,-1
Rhode Island,44,Washington County,44009,2006,-1,126757,-1,-1,-1,-1,65079,-1,-1,-1,-1,61678,-1,-1,-1,121135,-1,-1,-1,1960,-1,-1,-1,2315,-1,-1,-1,1347,-1,-1
Rhode Island,44,Washington County,44009,2007,11,126895,-2,-2,-1,-1,65134,-1,-1,-1,-1,61761,-1,-1,11,121153,-2,-2,-1,2050,-1,-1,-1,2331,-1,-1,-1,1361,-1,-1
Rhode Island,44,Washington County,44009,2008,14,126672,-2,-2,-1,-1,65131,-1,-1,-1,-1,61541,-1,-1,13,120917,-2,-2,-1,2053,-1,-1,-1,2321,-1,-1,-1,1381,-1,-1
Rhode Island,44,Washington County,44009,2009,12,127605,-2,-2,-1,-1,65655,-1,-1,10,10,61950,-2,-2,11,121687,-2,-2,-1,2234,-1,-1,-1,2337,-1,-1,-1,1347,-1,-1
Rhode Island,44,Washington County,44009,2010,14,126979,-2,-2,-1,-1,65290,-1,-1,-1,-1,61689,-1,-1,12,121150,-2,-2,-1,2195,-1,-1,-1,2329,-1,-1,-1,1305,-1,-1
Rhode Island,44,Washington County,44009,2011,15,126563,-2,-2,-1,-1,65178,-1,-1,-1,-1,61385,-1,-1,14,120369,-2,-2,-1,2406,-1,-1,-1,2460,-1,-1,-1,1328,-1,-1
Rhode Island,44,Washington County,44009,2012,14,125946,-2,-2,-1,-1,64891,-1,-1,11,11,61055,-2,-2,14,119775,-2,-2,-1,2368,-1,-1,-1,2538,-1,-1,-1,1265,-1,-1
Rhode Island,44,Washington County,44009,2013,17,126259,-2,-2,-1,-1,65130,-1,-1,14,14,61129,-2,-2,17,119900,-2,-2,-1,2380,-1,-1,-1,2689,-1,-1,-1,1290,-1,-1
Rhode Island,44,Washington County,44009,2014,27,126653,21.318,25.658,-1,-1,65490,-1,-1,19,19,61163,-2,-2,26,120005,21.666,25.895,-1,2455,-1,-1,-1,2881,-1,-1,-1,1312,-1,-1
Rhode Island,44,Washington County,44009,2015,19,126517,-2,-2,-1,-1,65431,-1,-1,17,17,61086,-2,-2,19,119811,-2,-2,-1,2489,-1,-1,-1,2884,-1,-1,-1,1333,-1,-1
Rhode Island,44,Washington County,44009,2016,21,126288,16.629,19.275,-1,-1,65242,-1,-1,15,15,61046,-2,-2,20,119670,16.713,19.185,-1,2495,-1,-1,-1,2796,-1,-1,-1,1327,-1,-1
Rhode Island,44,Washington County,44009,2017,25,126150,19.818,24.312,-1,-1,65082,-1,-1,20,20,61068,32.750,40.520,23,119316,19.277,23.748,-1,2542,-1,-1,-1,2916,-1,-1,-1,1376,-1,-1
Vermont,50,Addison County,50001,1999,-1,35687,-1,-1,-1,-1,18049,-1,-1,-1,-1,17638,-1,-1,-1,35087,-1,-1,-1,228,-1,-1,-1,275,-1,-1,-1,97,-1,-1
Vermont,50,Addison County,50001,2000,-1,35974,-1,-1,-1,-1,18198,-1,-1,-1,-1,17776,-1,-1,-1,35275,-1,-1,-1,269,-1,-1,-1,301,-1,-1,-1,129,-1,-1
Vermont,50,Addison County,50001,2001,-1,36055,-1,-1,-1,-1,18172,-1,-1,-1,-1,17883,-1,-1,-1,35312,-1,-1,-1,283,-1,-1,-1,331,-1,-1,-1,129,-1,-1
Vermont,50,Addison County,50001,2002,-1,36320,-1,-1,-1,-1,18288,-1,-1,-1,-1,18032,-1,-1,-1,35534,-1,-1,-1,287,-1,-1,-1,375,-1,-1,-1,124,-1,-1
Vermont,50,Addison County,50001,2003,-1,36432,-1,-1,-1,-1,18295,-1,-1,-1,-1,18137,-1,-1,-1,35580,-1,-1,-1,320,-1,-1,-1,404,-1,-1,-1,128,-1,-1
Vermont,50,Addison County,50001,2004,-1,36580,-1,-1,-1,-1,18314,-1,-1,-1,-1,18266,-1,-1,-1,35723,-1,-1,-1,322,-1,-1,-1,413,-1,-1,-1,122,-1,-1
Vermont,50,Addison County,50001,2005,-1,36611,-1,-1,-1,-1,18260,-1,-1,-1,-1,18351,-1,-1,-1,35709,-1,-1,-1,340,-1,-1,-1,447,-1,-1,-1,115,-1,-1
Vermont,50,Addison County,50001,2006,-1,36758,-1,-1,-1,-1,18383,-1,-1,-1,-1,18375,-1,-1,-1,35838,-1,-1,-1,358,-1,-1,-1,445,-1,-1,-1,117,-1,-1
Vermont,50,Addison County,50001,2007,-1,36886,-1,-1,-1,-1,18500,-1,-1,-1,-1,18386,-1,-1,-1,35894,-1,-1,-1,370,-1,-1,-1,507,-1,-1,-1,115,-1,-1
Vermont,50,Addison County,50001,2008,-1,36905,-1,-1,-1,-1,18489,-1,-1,-1,-1,18416,-1,-1,-1,35865,-1,-1,-1,379,-1,-1,-1,541,-1,-1,-1,120,-1,-1
Vermont,50,Addison County,50001,2009,-1,36847,-1,-1,-1,-1,18474,-1,-1,-1,-1,18373,-1,-1,-1,35802,-1,-1,-1,394,-1,-1,-1,532,-1,-1,-1,119,-1,-1
Vermont,50,Addison County,50001,2010,-1,36821,-1,-1,-1,-1,18457,-1,-1,-1,-1,18364,-1,-1,-1,35728,-1,-1,-1,403,-1,-1,-1,566,-1,-1,-1,124,-1,-1
Vermont,50,Addison County,50001,2011,-1,36742,-1,-1,-1,-1,18422,-1,-1,-1,-1,18320,-1,-1,-1,35591,-1,-1,-1,440,-1,-1,-1,590,-1,-1,-1,121,-1,-1
Vermont,50,Addison County,50001,2012,-1,36745,-1,-1,-1,-1,18388,-1,-1,-1,-1,18357,-1,-1,-1,35564,-1,-1,-1,455,-1,-1,-1,598,-1,-1,-1,128,-1,-1
Vermont,50,Addison County,50001,2013,-1,36791,-1,-1,-1,-1,18415,-1,-1,-1,-1,18376,-1,-1,-1,35565,-1,-1,-1,478,-1,-1,-1,626,-1,-1,-1,122,-1,-1
Vermont,50,Addison County,50001,2014,-1,37009,-1,-1,-1,-1,18472,-1,-1,-1,-1,18537,-1,-1,-1,35657,-1,-1,-1,520,-1,-1,-1,722,-1,-1,-1,110,-1,-1
Vermont,50,Addison County,50001,2015,-1,37035,-1,-1,-1,-1,18484,-1,-1,-1,-1,18551,-1,-1,-1,35605,-1,-1,-1,560,-1,-1,-1,751,-1,-1,-1,119,-1,-1
Vermont,50,Addison County,50001,2016,-1,36959,-1,-1,-1,-1,18471,-1,-1,-1,-1,18488,-1,-1,-1,35473,-1,-1,-1,599,-1,-1,-1,776,-1,-1,-1,111,-1,-1
Vermont,50,Addison County,50001,2017,-1,36776,-1,-1,-1,-1,18389,-1,-1,-1,-1,18387,-1,-1,-1,35349,-1,-1,-1,598,-1,-1,-1,719,-1,-1,-1,110,-1,-1
Vermont,50,Bennington County,50003,1999,-1,36927,-1,-1,-1,-1,19188,-1,-1,-1,-1,17739,-1,-1,-1,36488,-1,-1,-1,190,-1,-1,-1,209,-1,-1,-1,40,-1,-1
Vermont,50,Bennington County,50003,2000,-1,36994,-1,-1,-1,-1,19246,-1,-1,-1,-1,17748,-1,-1,-1,36446,-1,-1,-1,213,-1,-1,-1,241,-1,-1,-1,94,-1,-1
Vermont,50,Bennington County,50003,2001,-1,36974,-1,-1,-1,-1,19214,-1,-1,-1,-1,17760,-1,-1,-1,36381,-1,-1,-1,243,-1,-1,-1,256,-1,-1,-1,94,-1,-1
Vermont,50,Bennington County,50003,2002,-1,37105,-1,-1,-1,-1,19231,-1,-1,-1,-1,17874,-1,-1,-1,36485,-1,-1,-1,261,-1,-1,-1,266,-1,-1,-1,93,-1,-1
Vermont,50,Bennington County,50003,2003,-1,37083,-1,-1,-1,-1,19187,-1,-1,-1,-1,17896,-1,-1,-1,36432,-1,-1,-1,283,-1,-1,-1,282,-1,-1,-1,86,-1,-1
Vermont,50,Bennington County,50003,2004,-1,37062,-1,-1,-1,-1,19215,-1,-1,-1,-1,17847,-1,-1,-1,36361,-1,-1,-1,317,-1,-1,-1,286,-1,-1,-1,98,-1,-1
Vermont,50,Bennington County,50003,2005,-1,36960,-1,-1,-1,-1,19119,-1,-1,-1,-1,17841,-1,-1,-1,36242,-1,-1,-1,333,-1,-1,-1,277,-1,-1,-1,108,-1,-1
Vermont,50,Bennington County,50003,2006,-1,37127,-1,-1,-1,-1,19189,-1,-1,-1,-1,17938,-1,-1,-1,36372,-1,-1,-1,360,-1,-1,-1,284,-1,-1,-1,111,-1,-1
Vermont,50,Bennington County,50003,2007,-1,37077,-1,-1,-1,-1,19230,-1,-1,-1,-1,17847,-1,-1,-1,36305,-1,-1,-1,352,-1,-1,-1,311,-1,-1,-1,109,-1,-1
Vermont,50,Bennington County,50003,2008,-1,37168,-1,-1,-1,-1,19212,-1,-1,-1,-1,17956,-1,-1,-1,36359,-1,-1,-1,385,-1,-1,-1,309,-1,-1,-1,115,-1,-1
Vermont,50,Bennington County,50003,2009,-1,37151,-1,-1,-1,-1,19190,-1,-1,-1,-1,17961,-1,-1,-1,36316,-1,-1,-1,403,-1,-1,-1,308,-1,-1,-1,124,-1,-1
Vermont,50,Bennington County,50003,2010,-1,37125,-1,-1,-1,-1,19171,-1,-1,-1,-1,17954,-1,-1,-1,36303,-1,-1,-1,405,-1,-1,-1,301,-1,-1,-1,116,-1,-1
Vermont,50,Bennington County,50003,2011,-1,36970,-1,-1,-1,-1,19052,-1,-1,-1,-1,17918,-1,-1,-1,36109,-1,-1,-1,434,-1,-1,-1,303,-1,-1,-1,124,-1,-1
Vermont,50,Bennington County,50003,2012,-1,36697,-1,-1,-1,-1,18888,-1,-1,-1,-1,17809,-1,-1,-1,35833,-1,-1,-1,421,-1,-1,-1,325,-1,-1,-1,118,-1,-1
Vermont,50,Bennington County,50003,2013,-1,36659,-1,-1,-1,-1,18904,-1,-1,-1,-1,17755,-1,-1,-1,35717,-1,-1,-1,465,-1,-1,-1,342,-1,-1,-1,135,-1,-1
Vermont,50,Bennington County,50003,2014,-1,36445,-1,-1,-1,-1,18753,-1,-1,-1,-1,17692,-1,-1,-1,35457,-1,-1,-1,483,-1,-1,-1,363,-1,-1,-1,142,-1,-1
Vermont,50,Bennington County,50003,2015,-1,36317,-1,-1,-1,-1,18688,-1,-1,-1,-1,17629,-1,-1,-1,35328,-1,-1,-1,494,-1,-1,-1,347,-1,-1,-1,148,-1,-1
Vermont,50,Bennington County,50003,2016,-1,36191,-1,-1,-1,-1,18577,-1,-1,-1,-1,17614,-1,-1,-1,35105,-1,-1,-1,543,-1,-1,-1,402,-1,-1,-1,141,-1,-1
Vermont,50,Bennington County,50003,2017,-1,35594,-1,-1,-1,-1,18234,-1,-1,-1,-1,17360,-1,-1,-1,34490,-1,-1,-1,569,-1,-1,-1,413,-1,-1,-1,122,-1,-1
Vermont,50,Caledonia County,50005,1999,-1,29546,-1,-1,-1,-1,14977,-1,-1,-1,-1,14569,-1,-1,-1,29188,-1,-1,-1,70,-1,-1,-1,101,-1,-1,-1,187,-1,-1
Vermont,50,Caledonia County,50005,2000,-1,29702,-1,-1,-1,-1,15036,-1,-1,-1,-1,14666,-1,-1,-1,29261,-1,-1,-1,116,-1,-1,-1,116,-1,-1,-1,209,-1,-1
Vermont,50,Caledonia County,50005,2001,-1,29704,-1,-1,-1,-1,15012,-1,-1,-1,-1,14692,-1,-1,-1,29235,-1,-1,-1,136,-1,-1,-1,138,-1,-1,-1,195,-1,-1
Vermont,50,Caledonia County,50005,2002,-1,30046,-1,-1,-1,-1,15165,-1,-1,-1,-1,14881,-1,-1,-1,29545,-1,-1,-1,151,-1,-1,-1,153,-1,-1,-1,197,-1,-1
Vermont,50,Caledonia County,50005,2003,-1,30188,-1,-1,-1,-1,15255,-1,-1,-1,-1,14933,-1,-1,-1,29690,-1,-1,-1,162,-1,-1,-1,154,-1,-1,-1,182,-1,-1
Vermont,50,Caledonia County,50005,2004,-1,30642,-1,-1,-1,-1,15437,-1,-1,-1,-1,15205,-1,-1,-1,30087,-1,-1,-1,182,-1,-1,-1,175,-1,-1,-1,198,-1,-1
Vermont,50,Caledonia County,50005,2005,-1,30881,-1,-1,-1,-1,15549,-1,-1,-1,-1,15332,-1,-1,-1,30285,-1,-1,-1,202,-1,-1,-1,203,-1,-1,-1,191,-1,-1
Vermont,50,Caledonia County,50005,2006,-1,31252,-1,-1,-1,-1,15756,-1,-1,-1,-1,15496,-1,-1,-1,30635,-1,-1,-1,218,-1,-1,-1,218,-1,-1,-1,181,-1,-1
Vermont,50,Caledonia County,50005,2007,-1,31238,-1,-1,-1,-1,15788,-1,-1,-1,-1,15450,-1,-1,-1,30617,-1,-1,-1,218,-1,-1,-1,223,-1,-1,-1,180,-1,-1
Vermont,50,Caledonia County,50005,2008,-1,31167,-1,-1,-1,-1,15676,-1,-1,-1,-1,15491,-1,-1,-1,30523,-1,-1,-1,233,-1,-1,-1,227,-1,-1,-1,184,-1,-1
Vermont,50,Caledonia County,50005,2009,-1,31213,-1,-1,-1,-1,15712,-1,-1,-1,-1,15501,-1,-1,-1,30541,-1,-1,-1,244,-1,-1,-1,247,-1,-1,-1,181,-1,-1
Vermont,50,Caledonia County,50005,2010,-1,31227,-1,-1,-1,-1,15718,-1,-1,-1,-1,15509,-1,-1,-1,30528,-1,-1,-1,250,-1,-1,-1,255,-1,-1,-1,194,-1,-1
Vermont,50,Caledonia County,50005,2011,-1,31166,-1,-1,-1,-1,15669,-1,-1,-1,-1,15497,-1,-1,-1,30403,-1,-1,-1,298,-1,-1,-1,274,-1,-1,-1,191,-1,-1
Vermont,50,Caledonia County,50005,2012,-1,31121,-1,-1,-1,-1,15626,-1,-1,-1,-1,15495,-1,-1,-1,30366,-1,-1,-1,286,-1,-1,-1,274,-1,-1,-1,195,-1,-1
Vermont,50,Caledonia County,50005,2013,-1,31157,-1,-1,-1,-1,15603,-1,-1,-1,-1,15554,-1,-1,-1,30384,-1,-1,-1,301,-1,-1,-1,272,-1,-1,-1,200,-1,-1
Vermont,50,Caledonia County,50005,2014,-1,30981,-1,-1,-1,-1,15576,-1,-1,-1,-1,15405,-1,-1,-1,30162,-1,-1,-1,334,-1,-1,-1,270,-1,-1,-1,215,-1,-1
Vermont,50,Caledonia County,50005,2015,-1,30780,-1,-1,-1,-1,15494,-1,-1,-1,-1,15286,-1,-1,-1,29951,-1,-1,-1,336,-1,-1,-1,284,-1,-1,-1,209,-1,-1
Vermont,50,Caledonia County,50005,2016,-1,30333,-1,-1,-1,-1,15201,-1,-1,-1,-1,15132,-1,-1,-1,29519,-1,-1,-1,328,-1,-1,-1,289,-1,-1,-1,197,-1,-1
Vermont,50,Caledonia County,50005,2017,-1,30164,-1,-1,-1,-1,15056,-1,-1,-1,-1,15108,-1,-1,-1,29309,-1,-1,-1,350,-1,-1,-1,299,-1,-1,-1,206,-1,-1
Vermont,50,Chittenden County,50007,1999,-1,145379,-1,-1,-1,-1,74499,-1,-1,-1,-1,70880,-1,-1,-1,140317,-1,-1,-1,1599,-1,-1,-1,3005,-1,-1,-1,458,-1,-1
Vermont,50,Chittenden County,50007,2000,-1,146571,-1,-1,-1,-1,75124,-1,-1,-1,-1,71447,-1,-1,-1,141220,-1,-1,-1,1662,-1,-1,-1,3181,-1,-1,-1,508,-1,-1
Vermont,50,Chittenden County,50007,2001,-1,148441,-1,-1,-1,-1,76050,-1,-1,-1,-1,72391,-1,-1,-1,142590,-1,-1,-1,1854,-1,-1,-1,3440,-1,-1,-1,557,-1,-1
Vermont,50,Chittenden County,50007,2002,11,149639,-2,-2,-1,-1,76509,-1,-1,-1,-1,73130,-1,-1,11,143331,-2,-2,-1,2042,-1,-1,-1,3708,-1,-1,-1,558,-1,-1
Vermont,50,Chittenden County,50007,2003,-1,150410,-1,-1,-1,-1,77000,-1,-1,-1,-1,73410,-1,-1,-1,143759,-1,-1,-1,2279,-1,-1,-1,3848,-1,-1,-1,524,-1,-1
Vermont,50,Chittenden County,50007,2004,-1,151445,-1,-1,-1,-1,77605,-1,-1,-1,-1,73840,-1,-1,-1,144442,-1,-1,-1,2502,-1,-1,-1,3993,-1,-1,-1,508,-1,-1
Vermont,50,Chittenden County,50007,2005,10,152163,-2,-2,-1,-1,77902,-1,-1,-1,-1,74261,-1,-1,10,144750,-2,-2,-1,2719,-1,-1,-1,4157,-1,-1,-1,537,-1,-1
Vermont,50,Chittenden County,50007,2006,13,152861,-2,-2,-1,-1,78368,-1,-1,11,11,74493,-2,-2,12,144952,-2,-2,-1,3008,-1,-1,-1,4332,-1,-1,-1,569,-1,-1
Vermont,50,Chittenden County,50007,2007,10,153625,-2,-2,-1,-1,78682,-1,-1,-1,-1,74943,-1,-1,-1,145206,-1,-1,-1,3237,-1,-1,-1,4598,-1,-1,-1,584,-1,-1
Vermont,50,Chittenden County,50007,2008,10,154659,-2,-2,-1,-1,79210,-1,-1,-1,-1,75449,-1,-1,10,145958,-2,-2,-1,3547,-1,-1,-1,4569,-1,-1,-1,585,-1,-1
Vermont,50,Chittenden County,50007,2009,-1,155793,-1,-1,-1,-1,79879,-1,-1,-1,-1,75914,-1,-1,-1,146430,-1,-1,-1,3981,-1,-1,-1,4784,-1,-1,-1,598,-1,-1
Vermont,50,Chittenden County,50007,2010,11,156545,-2,-2,-1,-1,80236,-1,-1,-1,-1,76309,-1,-1,11,147224,-2,-2,-1,3962,-1,-1,-1,4817,-1,-1,-1,542,-1,-1
Vermont,50,Chittenden County,50007,2011,14,157491,-2,-2,-1,-1,80574,-1,-1,-1,-1,76917,-1,-1,14,147760,-2,-2,-1,4051,-1,-1,-1,5081,-1,-1,-1,599,-1,-1
Vermont,50,Chittenden County,50007,2012,15,158504,-2,-2,-1,-1,80955,-1,-1,-1,-1,77549,-1,-1,14,148305,-2,-2,-1,4156,-1,-1,-1,5464,-1,-1,-1,579,-1,-1
Vermont,50,Chittenden County,50007,2013,15,159515,-2,-2,-1,-1,81438,-1,-1,10,10,78077,-2,-2,13,149146,-2,-2,-1,4303,-1,-1,-1,5531,-1,-1,-1,535,-1,-1
Vermont,50,Chittenden County,50007,2014,17,160531,-2,-2,-1,-1,82017,-1,-1,10,10,78514,-2,-2,16,149316,-2,-2,-1,4535,-1,-1,-1,6134,-1,-1,-1,546,-1,-1
Vermont,50,Chittenden County,50007,2015,20,161382,12.393,12.072,-1,-1,82455,-1,-1,14,14,78927,-2,-2,18,149465,-2,-2,-1,4834,-1,-1,-1,6543,-1,-1,-1,540,-1,-1
Vermont,50,Chittenden County,50007,2016,24,161531,14.858,16.262,-1,-1,82402,-1,-1,18,18,79129,-2,-2,21,148959,14.098,15.696,-1,4792,-1,-1,-1,7201,-1,-1,-1,579,-1,-1
Vermont,50,Chittenden County,50007,2017,31,162372,19.092,20.000,-1,-1,82706,-1,-1,25,25,79666,31.381,32.965,28,149437,18.737,19.804,-1,5001,-1,-1,-1,7394,-1,-1,-1,540,-1,-1
Vermont,50,Essex County,50009,1999,-1,6469,-1,-1,-1,-1,3254,-1,-1,-1,-1,3215,-1,-1,-1,6440,-1,-1,-1,,-1,-1,-1,10,-1,-1,-1,17,-1,-1
Vermont,50,Essex County,50009,2000,-1,6459,-1,-1,-1,-1,3228,-1,-1,-1,-1,3231,-1,-1,-1,6368,-1,-1,-1,18,-1,-1,-1,20,-1,-1,-1,53,-1,-1
Vermont,50,Essex County,50009,2001,-1,6467,-1,-1,-1,-1,3222,-1,-1,-1,-1,3245,-1,-1,-1,6379,-1,-1,-1,17,-1,-1,-1,20,-1,-1,-1,51,-1,-1
Vermont,50,Essex County,50009,2002,-1,6503,-1,-1,-1,-1,3255,-1,-1,-1,-1,3248,-1,-1,-1,6426,-1,-1,-1,15,-1,-1,-1,20,-1,-1,-1,42,-1,-1
Vermont,50,Essex County,50009,2003,-1,6480,-1,-1,-1,-1,3232,-1,-1,-1,-1,3248,-1,-1,-1,6405,-1,-1,-1,15,-1,-1,-1,20,-1,-1,-1,40,-1,-1
Vermont,50,Essex County,50009,2004,-1,6478,-1,-1,-1,-1,3236,-1,-1,-1,-1,3242,-1,-1,-1,6398,-1,-1,-1,18,-1,-1,-1,21,-1,-1,-1,41,-1,-1
Vermont,50,Essex County,50009,2005,-1,6450,-1,-1,-1,-1,3211,-1,-1,-1,-1,3239,-1,-1,-1,6372,-1,-1,-1,23,-1,-1,-1,22,-1,-1,-1,33,-1,-1
Vermont,50,Essex County,50009,2006,-1,6341,-1,-1,-1,-1,3141,-1,-1,-1,-1,3200,-1,-1,-1,6258,-1,-1,-1,23,-1,-1,-1,21,-1,-1,-1,39,-1,-1
Vermont,50,Essex County,50009,2007,-1,6421,-1,-1,-1,-1,3152,-1,-1,-1,-1,3269,-1,-1,-1,6335,-1,-1,-1,25,-1,-1,-1,22,-1,-1,-1,39,-1,-1
Vermont,50,Essex County,50009,2008,-1,6404,-1,-1,-1,-1,3169,-1,-1,-1,-1,3235,-1,-1,-1,6322,-1,-1,-1,25,-1,-1,-1,20,-1,-1,-1,37,-1,-1
Vermont,50,Essex County,50009,2009,-1,6331,-1,-1,-1,-1,3142,-1,-1,-1,-1,3189,-1,-1,-1,6247,-1,-1,-1,23,-1,-1,-1,20,-1,-1,-1,41,-1,-1
Vermont,50,Essex County,50009,2010,-1,6306,-1,-1,-1,-1,3118,-1,-1,-1,-1,3188,-1,-1,-1,6218,-1,-1,-1,25,-1,-1,-1,22,-1,-1,-1,41,-1,-1
Vermont,50,Essex County,50009,2011,-1,6291,-1,-1,-1,-1,3104,-1,-1,-1,-1,3187,-1,-1,-1,6186,-1,-1,-1,45,-1,-1,-1,22,-1,-1,-1,38,-1,-1
Vermont,50,Essex County,50009,2012,-1,6226,-1,-1,-1,-1,3074,-1,-1,-1,-1,3152,-1,-1,-1,6114,-1,-1,-1,55,-1,-1,-1,21,-1,-1,-1,36,-1,-1
Vermont,50,Essex County,50009,2013,-1,6211,-1,-1,-1,-1,3059,-1,-1,-1,-1,3152,-1,-1,-1,6096,-1,-1,-1,50,-1,-1,-1,28,-1,-1,-1,37,-1,-1
Vermont,50,Essex County,50009,2014,-1,6125,-1,-1,-1,-1,3037,-1,-1,-1,-1,3088,-1,-1,-1,6020,-1,-1,-1,46,-1,-1,-1,22,-1,-1,-1,37,-1,-1
Vermont,50,Essex County,50009,2015,-1,6163,-1,-1,-1,-1,3051,-1,-1,-1,-1,3112,-1,-1,-1,6050,-1,-1,-1,54,-1,-1,-1,24,-1,-1,-1,35,-1,-1
Vermont,50,Essex County,50009,2016,-1,6176,-1,-1,-1,-1,3058,-1,-1,-1,-1,3118,-1,-1,-1,6045,-1,-1,-1,63,-1,-1,-1,30,-1,-1,-1,38,-1,-1
Vermont,50,Essex County,50009,2017,-1,6230,-1,-1,-1,-1,3097,-1,-1,-1,-1,3133,-1,-1,-1,6087,-1,-1,-1,64,-1,-1,-1,39,-1,-1,-1,40,-1,-1
Vermont,50,Franklin County,50011,1999,-1,44898,-1,-1,-1,-1,22613,-1,-1,-1,-1,22285,-1,-1,-1,43788,-1,-1,-1,183,-1,-1,-1,129,-1,-1,-1,798,-1,-1
Vermont,50,Franklin County,50011,2000,-1,45417,-1,-1,-1,-1,22884,-1,-1,-1,-1,22533,-1,-1,-1,44266,-1,-1,-1,185,-1,-1,-1,142,-1,-1,-1,824,-1,-1
Vermont,50,Franklin County,50011,2001,-1,45900,-1,-1,-1,-1,23103,-1,-1,-1,-1,22797,-1,-1,-1,44716,-1,-1,-1,221,-1,-1,-1,148,-1,-1,-1,815,-1,-1
Vermont,50,Franklin County,50011,2002,-1,46305,-1,-1,-1,-1,23235,-1,-1,-1,-1,23070,-1,-1,-1,45147,-1,-1,-1,227,-1,-1,-1,158,-1,-1,-1,773,-1,-1
