"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	76447	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	298769	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	378177	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	417069	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"15-19 years"	"15-19"	15	419842	Unreliable
	"Missouri"	"29"	"2004"	"2004"	"20-24 years"	"20-24"	22	414298	5.310
	"Missouri"	"29"	"2004"	"2004"	"25-29 years"	"25-29"	31	354963	8.733
	"Missouri"	"29"	"2004"	"2004"	"30-34 years"	"30-34"	27	371944	7.259
	"Missouri"	"29"	"2004"	"2004"	"35-39 years"	"35-39"	41	384131	10.673
	"Missouri"	"29"	"2004"	"2004"	"40-44 years"	"40-44"	55	449512	12.235
	"Missouri"	"29"	"2004"	"2004"	"45-49 years"	"45-49"	41	436211	9.399
	"Missouri"	"29"	"2004"	"2004"	"50-54 years"	"50-54"	27	385109	7.011
	"Missouri"	"29"	"2004"	"2004"	"55-59 years"	"55-59"	Suppressed	329754	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"60-64 years "	"60-64"	Suppressed	263967	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"65-69 years"	"65-69"	Suppressed	211691	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"70-74 years"	"70-74"	Suppressed	182226	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"75-79 years"	"75-79"	Suppressed	157195	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"80-84 years"	"80-84"	Suppressed	116229	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2004"	"2004"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2004"	"2004"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2004"	"2004"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2004"	"2004"			275	5747741	4.784
	"Missouri"	"29"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	76391	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	301855	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	378291	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	410991	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	424377	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"20-24 years"	"20-24"	31	416011	7.452
	"Missouri"	"29"	"2005"	"2005"	"25-29 years"	"25-29"	29	365127	7.942
	"Missouri"	"29"	"2005"	"2005"	"30-34 years"	"30-34"	34	364308	9.333
	"Missouri"	"29"	"2005"	"2005"	"35-39 years"	"35-39"	43	380050	11.314
	"Missouri"	"29"	"2005"	"2005"	"40-44 years"	"40-44"	42	441743	9.508
	"Missouri"	"29"	"2005"	"2005"	"45-49 years"	"45-49"	63	444127	14.185
	"Missouri"	"29"	"2005"	"2005"	"50-54 years"	"50-54"	36	396127	9.088
	"Missouri"	"29"	"2005"	"2005"	"55-59 years"	"55-59"	12	345748	Unreliable
	"Missouri"	"29"	"2005"	"2005"	"60-64 years "	"60-64"	Suppressed	271218	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"65-69 years"	"65-69"	Suppressed	214914	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"70-74 years"	"70-74"	Suppressed	182726	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"75-79 years"	"75-79"	Suppressed	156347	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"80-84 years"	"80-84"	Suppressed	117841	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2005"	"2005"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2005"	"2005"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2005"	"2005"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2005"	"2005"			302	5790300	5.216
	"Missouri"	"29"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	78061	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	303187	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	381157	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	406907	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"15-19 years"	"15-19"	17	427560	Unreliable
	"Missouri"	"29"	"2006"	"2006"	"20-24 years"	"20-24"	48	415143	11.562
	"Missouri"	"29"	"2006"	"2006"	"25-29 years"	"25-29"	37	380893	9.714
	"Missouri"	"29"	"2006"	"2006"	"30-34 years"	"30-34"	51	355143	14.360
	"Missouri"	"29"	"2006"	"2006"	"35-39 years"	"35-39"	52	383032	13.576
	"Missouri"	"29"	"2006"	"2006"	"40-44 years"	"40-44"	62	428058	14.484
	"Missouri"	"29"	"2006"	"2006"	"45-49 years"	"45-49"	70	451118	15.517
	"Missouri"	"29"	"2006"	"2006"	"50-54 years"	"50-54"	35	406935	8.601
	"Missouri"	"29"	"2006"	"2006"	"55-59 years"	"55-59"	18	364625	Unreliable
	"Missouri"	"29"	"2006"	"2006"	"60-64 years "	"60-64"	Suppressed	276273	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"65-69 years"	"65-69"	Suppressed	220958	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"70-74 years"	"70-74"	Suppressed	184129	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"75-79 years"	"75-79"	Suppressed	156244	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"80-84 years"	"80-84"	Suppressed	118596	Suppressed
	"Missouri"	"29"	"2006"	"2006"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2006"	"2006"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2006"	"2006"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2006"	"2006"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2006"	"2006"			403	5842704	6.897
	"Missouri"	"29"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	80083	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	305717	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	384465	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	401599	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"15-19 years"	"15-19"	18	430348	Unreliable
	"Missouri"	"29"	"2007"	"2007"	"20-24 years"	"20-24"	41	412559	9.938
	"Missouri"	"29"	"2007"	"2007"	"25-29 years"	"25-29"	32	392202	8.159
	"Missouri"	"29"	"2007"	"2007"	"30-34 years"	"30-34"	35	353627	9.897
	"Missouri"	"29"	"2007"	"2007"	"35-39 years"	"35-39"	45	383194	11.743
	"Missouri"	"29"	"2007"	"2007"	"40-44 years"	"40-44"	58	413286	14.034
	"Missouri"	"29"	"2007"	"2007"	"45-49 years"	"45-49"	69	452768	15.240
	"Missouri"	"29"	"2007"	"2007"	"50-54 years"	"50-54"	47	418886	11.220
	"Missouri"	"29"	"2007"	"2007"	"55-59 years"	"55-59"	31	365881	8.473
	"Missouri"	"29"	"2007"	"2007"	"60-64 years "	"60-64"	10	296652	Unreliable
	"Missouri"	"29"	"2007"	"2007"	"65-69 years"	"65-69"	Suppressed	229809	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"70-74 years"	"70-74"	Suppressed	185216	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"75-79 years"	"75-79"	Suppressed	155274	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"80-84 years"	"80-84"	Suppressed	118758	Suppressed
	"Missouri"	"29"	"2007"	"2007"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2007"	"2007"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2007"	"2007"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2007"	"2007"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2007"	"2007"			390	5887612	6.624
	"Missouri"	"29"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	79684	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	309406	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	385829	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	398368	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"15-19 years"	"15-19"	16	431330	Unreliable
	"Missouri"	"29"	"2008"	"2008"	"20-24 years"	"20-24"	45	411050	10.948
	"Missouri"	"29"	"2008"	"2008"	"25-29 years"	"25-29"	59	399665	14.762
	"Missouri"	"29"	"2008"	"2008"	"30-34 years"	"30-34"	49	355243	13.793
	"Missouri"	"29"	"2008"	"2008"	"35-39 years"	"35-39"	52	380859	13.653
	"Missouri"	"29"	"2008"	"2008"	"40-44 years"	"40-44"	70	397070	17.629
	"Missouri"	"29"	"2008"	"2008"	"45-49 years"	"45-49"	71	452653	15.685
	"Missouri"	"29"	"2008"	"2008"	"50-54 years"	"50-54"	60	430134	13.949
	"Missouri"	"29"	"2008"	"2008"	"55-59 years"	"55-59"	30	372594	8.052
	"Missouri"	"29"	"2008"	"2008"	"60-64 years "	"60-64"	Suppressed	307696	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"65-69 years"	"65-69"	Suppressed	241970	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"70-74 years"	"70-74"	Suppressed	187243	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"75-79 years"	"75-79"	Suppressed	154439	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"80-84 years"	"80-84"	Suppressed	119348	Suppressed
	"Missouri"	"29"	"2008"	"2008"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2008"	"2008"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2008"	"2008"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2008"	"2008"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2008"	"2008"			475	5923916	8.018
	"Missouri"	"29"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	77293	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	312416	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	388223	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	397060	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"15-19 years"	"15-19"	18	428986	Unreliable
	"Missouri"	"29"	"2009"	"2009"	"20-24 years"	"20-24"	60	411049	14.597
	"Missouri"	"29"	"2009"	"2009"	"25-29 years"	"25-29"	69	403958	17.081
	"Missouri"	"29"	"2009"	"2009"	"30-34 years"	"30-34"	70	363923	19.235
	"Missouri"	"29"	"2009"	"2009"	"35-39 years"	"35-39"	62	374772	16.543
	"Missouri"	"29"	"2009"	"2009"	"40-44 years"	"40-44"	46	385000	11.948
	"Missouri"	"29"	"2009"	"2009"	"45-49 years"	"45-49"	70	451150	15.516
	"Missouri"	"29"	"2009"	"2009"	"50-54 years"	"50-54"	67	437395	15.318
	"Missouri"	"29"	"2009"	"2009"	"55-59 years"	"55-59"	37	382036	9.685
	"Missouri"	"29"	"2009"	"2009"	"60-64 years "	"60-64"	18	320851	Unreliable
	"Missouri"	"29"	"2009"	"2009"	"65-69 years"	"65-69"	Suppressed	251075	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"70-74 years"	"70-74"	Suppressed	191128	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"75-79 years"	"75-79"	Suppressed	154277	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"80-84 years"	"80-84"	Suppressed	118882	Suppressed
	"Missouri"	"29"	"2009"	"2009"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2009"	"2009"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2009"	"2009"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2009"	"2009"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2009"	"2009"			526	5961088	8.824
	"Missouri"	"29"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	76119	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	314118	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	390463	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	396925	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"15-19 years"	"15-19"	21	423786	4.955
	"Missouri"	"29"	"2010"	"2010"	"20-24 years"	"20-24"	60	413289	14.518
	"Missouri"	"29"	"2010"	"2010"	"25-29 years"	"25-29"	87	403239	21.575
	"Missouri"	"29"	"2010"	"2010"	"30-34 years"	"30-34"	81	372228	21.761
	"Missouri"	"29"	"2010"	"2010"	"35-39 years"	"35-39"	61	368070	16.573
	"Missouri"	"29"	"2010"	"2010"	"40-44 years"	"40-44"	76	380546	19.971
	"Missouri"	"29"	"2010"	"2010"	"45-49 years"	"45-49"	78	444766	17.537
	"Missouri"	"29"	"2010"	"2010"	"50-54 years"	"50-54"	67	443806	15.097
	"Missouri"	"29"	"2010"	"2010"	"55-59 years"	"55-59"	36	389985	9.231
	"Missouri"	"29"	"2010"	"2010"	"60-64 years "	"60-64"	21	333293	6.301
	"Missouri"	"29"	"2010"	"2010"	"65-69 years"	"65-69"	Suppressed	257053	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"70-74 years"	"70-74"	Suppressed	193437	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"75-79 years"	"75-79"	Suppressed	155271	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"80-84 years"	"80-84"	Suppressed	118754	Suppressed
	"Missouri"	"29"	"2010"	"2010"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2010"	"2010"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2010"	"2010"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2010"	"2010"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2010"	"2010"			599	5988927	10.002
	"Missouri"	"29"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	74978	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	309315	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	388699	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	396831	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"15-19 years"	"15-19"	16	413892	Unreliable
	"Missouri"	"29"	"2011"	"2011"	"20-24 years"	"20-24"	57	420450	13.557
	"Missouri"	"29"	"2011"	"2011"	"25-29 years"	"25-29"	71	403360	17.602
	"Missouri"	"29"	"2011"	"2011"	"30-34 years"	"30-34"	85	384356	22.115
	"Missouri"	"29"	"2011"	"2011"	"35-39 years"	"35-39"	70	354174	19.764
	"Missouri"	"29"	"2011"	"2011"	"40-44 years"	"40-44"	70	381325	18.357
	"Missouri"	"29"	"2011"	"2011"	"45-49 years"	"45-49"	92	425748	21.609
	"Missouri"	"29"	"2011"	"2011"	"50-54 years"	"50-54"	64	449211	14.247
	"Missouri"	"29"	"2011"	"2011"	"55-59 years"	"55-59"	41	401084	10.222
	"Missouri"	"29"	"2011"	"2011"	"60-64 years "	"60-64"	22	352613	6.239
	"Missouri"	"29"	"2011"	"2011"	"65-69 years"	"65-69"	Suppressed	261825	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"70-74 years"	"70-74"	Suppressed	199479	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"75-79 years"	"75-79"	Suppressed	156364	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"80-84 years"	"80-84"	Suppressed	119385	Suppressed
	"Missouri"	"29"	"2011"	"2011"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2011"	"2011"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2011"	"2011"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2011"	"2011"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2011"	"2011"			595	6010688	9.899
	"Missouri"	"29"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	73870	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	305376	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	390989	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	394749	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	403441	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"20-24 years"	"20-24"	39	428576	9.100
	"Missouri"	"29"	"2012"	"2012"	"25-29 years"	"25-29"	69	401037	17.205
	"Missouri"	"29"	"2012"	"2012"	"30-34 years"	"30-34"	78	390702	19.964
	"Missouri"	"29"	"2012"	"2012"	"35-39 years"	"35-39"	62	351524	17.637
	"Missouri"	"29"	"2012"	"2012"	"40-44 years"	"40-44"	69	379258	18.193
	"Missouri"	"29"	"2012"	"2012"	"45-49 years"	"45-49"	67	408739	16.392
	"Missouri"	"29"	"2012"	"2012"	"50-54 years"	"50-54"	67	447790	14.962
	"Missouri"	"29"	"2012"	"2012"	"55-59 years"	"55-59"	47	410651	11.445
	"Missouri"	"29"	"2012"	"2012"	"60-64 years "	"60-64"	16	352105	Unreliable
	"Missouri"	"29"	"2012"	"2012"	"65-69 years"	"65-69"	11	279973	Unreliable
	"Missouri"	"29"	"2012"	"2012"	"70-74 years"	"70-74"	Suppressed	207316	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"75-79 years"	"75-79"	Suppressed	156707	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"80-84 years"	"80-84"	Suppressed	118900	Suppressed
	"Missouri"	"29"	"2012"	"2012"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2012"	"2012"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2012"	"2012"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2012"	"2012"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2012"	"2012"			539	6021988	8.951
	"Missouri"	"29"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	74533	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	302304	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	391986	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	392151	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"15-19 years"	"15-19"	10	398256	Unreliable
	"Missouri"	"29"	"2013"	"2013"	"20-24 years"	"20-24"	55	433959	12.674
	"Missouri"	"29"	"2013"	"2013"	"25-29 years"	"25-29"	53	398319	13.306
	"Missouri"	"29"	"2013"	"2013"	"30-34 years"	"30-34"	91	398671	22.826
	"Missouri"	"29"	"2013"	"2013"	"35-39 years"	"35-39"	87	354935	24.512
	"Missouri"	"29"	"2013"	"2013"	"40-44 years"	"40-44"	71	376141	18.876
	"Missouri"	"29"	"2013"	"2013"	"45-49 years"	"45-49"	83	391507	21.200
	"Missouri"	"29"	"2013"	"2013"	"50-54 years"	"50-54"	78	445618	17.504
	"Missouri"	"29"	"2013"	"2013"	"55-59 years"	"55-59"	58	419604	13.823
	"Missouri"	"29"	"2013"	"2013"	"60-64 years "	"60-64"	17	358410	Unreliable
	"Missouri"	"29"	"2013"	"2013"	"65-69 years"	"65-69"	Suppressed	288577	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"70-74 years"	"70-74"	Suppressed	218130	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"75-79 years"	"75-79"	Suppressed	158759	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"80-84 years"	"80-84"	Suppressed	119459	Suppressed
	"Missouri"	"29"	"2013"	"2013"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2013"	"2013"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2013"	"2013"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2013"	"2013"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2013"	"2013"			620	6044171	10.258
	"Missouri"	"29"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	74184	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	300134	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	389755	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	391633	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"15-19 years"	"15-19"	16	395523	Unreliable
	"Missouri"	"29"	"2014"	"2014"	"20-24 years"	"20-24"	57	435252	13.096
	"Missouri"	"29"	"2014"	"2014"	"25-29 years"	"25-29"	84	401164	20.939
	"Missouri"	"29"	"2014"	"2014"	"30-34 years"	"30-34"	101	401388	25.163
	"Missouri"	"29"	"2014"	"2014"	"35-39 years"	"35-39"	84	362172	23.193
	"Missouri"	"29"	"2014"	"2014"	"40-44 years"	"40-44"	71	369354	19.223
	"Missouri"	"29"	"2014"	"2014"	"45-49 years"	"45-49"	83	379160	21.890
	"Missouri"	"29"	"2014"	"2014"	"50-54 years"	"50-54"	94	441126	21.309
	"Missouri"	"29"	"2014"	"2014"	"55-59 years"	"55-59"	58	424759	13.655
	"Missouri"	"29"	"2014"	"2014"	"60-64 years "	"60-64"	21	365770	5.741
	"Missouri"	"29"	"2014"	"2014"	"65-69 years"	"65-69"	14	300124	Unreliable
	"Missouri"	"29"	"2014"	"2014"	"70-74 years"	"70-74"	Suppressed	225369	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"75-79 years"	"75-79"	Suppressed	162272	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"80-84 years"	"80-84"	Suppressed	119445	Suppressed
	"Missouri"	"29"	"2014"	"2014"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2014"	"2014"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2014"	"2014"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2014"	"2014"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"	"2014"	"2014"			696	6063589	11.478
	"Missouri"	"29"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	74779	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	299581	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	387978	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	389347	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"15-19 years"	"15-19"	22	397021	5.541
	"Missouri"	"29"	"2015"	"2015"	"20-24 years"	"20-24"	60	430169	13.948
	"Missouri"	"29"	"2015"	"2015"	"25-29 years"	"25-29"	72	405591	17.752
	"Missouri"	"29"	"2015"	"2015"	"30-34 years"	"30-34"	104	401176	25.924
	"Missouri"	"29"	"2015"	"2015"	"35-39 years"	"35-39"	83	371574	22.337
	"Missouri"	"29"	"2015"	"2015"	"40-44 years"	"40-44"	68	361101	18.831
	"Missouri"	"29"	"2015"	"2015"	"45-49 years"	"45-49"	62	374058	16.575
	"Missouri"	"29"	"2015"	"2015"	"50-54 years"	"50-54"	88	431233	20.407
	"Missouri"	"29"	"2015"	"2015"	"55-59 years"	"55-59"	75	430236	17.432
	"Missouri"	"29"	"2015"	"2015"	"60-64 years "	"60-64"	38	374906	10.136
	"Missouri"	"29"	"2015"	"2015"	"65-69 years"	"65-69"	11	312664	Unreliable
	"Missouri"	"29"	"2015"	"2015"	"70-74 years"	"70-74"	Suppressed	230298	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"75-79 years"	"75-79"	Suppressed	165083	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"80-84 years"	"80-84"	Suppressed	120147	Suppressed
	"Missouri"	"29"	"2015"	"2015"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"2015"	"2015"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
